uid,number
GH6o6hs80AYwhypmnt8ecN6Igtt2,2
M84RoZTsBaSrMJYxi80ukrHdT0h2,2
dc51yQUHAxUbCl030mRdcOAsl3s2,2
9Y18hX3KuBVHuZFDyBKIbN3uI2H3,2
AnDF48a0i6YP2xsYvQTPPGAS3WQ2,1
eNw9f0OA7KRJqg64GTMEJkNQc7X2,5
vkij6nYM5mXkGGyWVMdNlR8jFXp1,6
4KxnvN14c6OpK1hG1oM98tCWlrR2,2
oUcYpM5RGzYbQHAuSbr1WSzRCP43,6
0sej2Z74nkWHyxLOkt09gpNvuEi1,7
wJtsgal7GGNUMBMnZhYMp0IGua52,2
ByUFlSYRYtcDQUz7QMMxluXp7Os1,6
r4aY9IdNfyfYGOaa32djz3W1tzT2,9
Gj3hpAeaKJffUc7gNymYSF0MZjj1,3
4jlqADJEjdTr6u0RHRjJaLxIYmv1,2
pUlfw2zgG8a6DXAQ6NGrAMlgT442,2
QZPdR2YfWVblGZVZeix357qQT5s2,2
w5lqGzGHXYPfOSTnuKrFN5Ytjno1,2
HN5A3setOydjV9OZOUKuAKtWvNY2,4
FwTWXJW5bMa6fitKJTkWOiipcgB3,4
D0X4dsCR9TYLtsBEINWeWaI9vTJ3,2
PB8f6Tf01NPBfI5mv7Dmmf4NIUy1,3
Pcbn12f5I7fe0BZseaz3MyRmydE2,2
9s7GeSV24HScxx1l6fo5G3lbM8C2,2
HkVq6VqF0ae3oEU0njebZwGSOpL2,2
tGqbmBfXJnhwgqmfKCAARlFtXi22,3
esGyQ0PDRTWLNQVUe18lOxas7bo2,4
JGmkVUeWa1Td16v7hT7cvlfoB8D3,2
uYo5MBH8ZZa1PAYcGrQFVX09JGI2,1
9nRFmGFOhkXcqaTn8RmxTjULR2I3,3
ywbkeMsNDSeS4IF0tWv0K7cobJ13,2
rkJgXMRjzec0SQRNMUzLxu2QJjp1,3
yXxuccO6hfUyN5AbNxTPu3FfgO83,7
PoM2DVzFpZO9UsfmxXqk6dSXSHq2,2
r32kAQH7LThU6zee82ZYVqubmYu1,2
3UuvT82fH8fDZZWJbRQfyd4r2Xe2,2
qabkBFCWiQMi1r6ikohW8l3g8ZD2,2
1w3hL6zLEuSkuJwalOGLpicoqu33,2
yBKfMvQPWaQIOUZsx4HiV3vF7H03,2
XObgpeEgwpTD1aHPpQbJgPwTRc52,7
Fgh3Ub7ncaQ7HB9quW8orpahPK92,2
xY9SgraApMWvFQq5RKcnrXDM4Qp1,2
bPWeDjYN9NSnWP1OV99U4ZdN7M32,1
brZJXzfY3xghywoDiWWJUqmz3d22,3
8WYlMNBtAOTfyqslRsS1HzLjJEw2,20
fBmTCQBJWUgZPLp7BBaNQUzo3oq2,4
wmTlNUwfCfcn1qZaVrH9a1GoWdY2,2
cSFYGy80lgVo6oQKX31L7ucoMSr2,2
IaKQvWb0taN5uzjUL0NIh9Gvk0p2,3
q2UhDNf0fWSaXLKRww81wShDhkp2,2
JUady6m3ROWaup2yUOvPxwG2Uzy1,3
2qucpCmt2LW5AtH4OTWj2KWHqPY2,2
5jI6uQs09tNo9FLbJvirNFfue4r2,1
XClfHrxLMHXtk3C25uGfkU8pXrj2,1
02eXj0ln2OVgjRYJoFk5RZYGJQB2,67
j0qPODZs0dSLrxW9GEkNKLk1MRI2,2
unph2mh75Mcwx6qLJ2esgucQRfX2,3
VkvOheltsxeAko1pXTH4IgbzGJF3,2
cVnhGIdQlbebfUfAjs833Fd7Smw2,2
t4lS101R1USSXeOFUn46QrOz5Jp1,2
sgCyJ5iKPyXI7fJTAGvTWo4qDRm1,1
2NUzE9HUx3TDRFcES3D6xsWwlyW2,1
ynuuKyJNcXXO9I6HopJqZqYa3IZ2,1
qf1UGDqsVtOJZclARBqtEiTgNXq2,12
ezRDF4xZlVdvrJYNUZLHRKt3LOB3,2
